Mean,Stdev,Term1,Term2,CUI1,CUI2
1420.5,44.53088816,enalapril,lisinopril,C0014025,C0065374
1247,138.0748589,encephalitis,meningism,C0014038,C0025287
1325.75,74.66536457,encephalitis,meningitis,C0014038,C0025289
856.75,456.3188761,epilepsy,alcohol,C0014544,C0001975
515.25,226.8352927,epilepsy,anosmia,C0014544,C0003126
747.75,470.5559655,epilepsy,hepatomegaly,C0014544,C0019209
477.5,360.9445941,epilepsy,ischemia,C0014544,C0022116
469.25,392.9651172,epilepsy,ativan,C0014544,C0024002
1135.25,472.9329586,epilepsy,phenobarbital,C0014544,C0031412
818.5,311.3095994,epilepsy,actonel,C0014544,C0246719
666.75,542.1133799,erythromycin,allopurinol,C0014806,C0002144
688,392.1844804,erythromycin,lidocaine,C0014806,C0023660
527.25,304.9725397,exophthalmos,hepatosplenomegaly,C0015300,C0019214
1470.5,85.45759182,exophthalmos,hyperthyroidism,C0015300,C0020550
1261.75,212.9919795,exophthalmos,synthroid,C0015300,C0040165
1351,72.33717348,pepcid,zantac,C0015620,C0034665
873,481.2449134,flatulence,halitosis,C0016204,C0018520
959.5,460.3437122,flumazenil,valium,C0016293,C0012010
673.75,358.8271404,flushing,iron,C0016382,C0060277
641.75,217.1595036,formication,paresthesia,C0016579,C0030554
1093.5,223.3942703,lasix,mannitol,C0016860,C0024730
1409.75,88.19816703,gastroenteritis,dysentery,C0017160,C0013369
668.25,493.4216419,gastroenteritis,insulin,C0017160,C0021641
785,470.0049645,gastroenteritis,seizures,C0017160,C0036572
776,443.8550815,gastroenteritis,cromolyn,C0017160,C0086073
226.75,72.03413543,giardiasis,mannerism,C0017536,C0233576
718.25,356.5972284,giardiasis,avitaminosis,C0017536,C0376286
528.5,340.4257139,glaucoma,fibrillation,C0017601,C0232197
1069.25,278.7309037,glyburide,avandia,C0017628,C0289313
972.75,504.5865469,nitroglycerine,toprol,C0017887,C0025859
1126,227.5184974,nitroglycerine,morphine,C0017887,C0026549
578.5,463.5727199,goiter,scleroderma,C0018021,C0011644
1424,145.5907506,goiter,hypothyroidism,C0018021,C0020676
427.25,269.5494698,goiter,motrin,C0018021,C0020740
404.75,297.5481754,gonorrhea,xenical,C0018081,C0076275
492.75,265.0551829,haldol,bacitracin,C0018546,C0004899
1423.75,89.73061536,headache,tylenol,C0018681,C0000970
1002.25,440.4371881,headache,flushing,C0018681,C0016382
560,215.6463154,heartburn,eructation,C0018834,C0014724
1395.75,170.3767883,heartburn,pepcid,C0018834,C0015620
1308.25,44.64209523,heartburn,motrin,C0018834,C0020740
651.25,477.5006981,hemiplegia,plavix,C0018991,C0070166
899.25,492.8984852,hemochromatosis,arthralgia,C0018995,C0003862
857.25,481.6252866,hemochromatosis,arthritis,C0018995,C0003864
635.5,378.7967793,hemochromatosis,polyuria,C0018995,C0032617
1269.75,256.6221282,hemoptysis,hematemesis,C0019079,C0018926
798,537.4712395,hemoptysis,protamine,C0019079,C0033603
987.75,445.7558188,hemoptysis,coumadin,C0019079,C0043031
282.25,135.1600903,haemorrhoids,infertility,C0019112,C0021359
1344.75,200.0589496,heparin,protamine,C0019134,C0033603
1378.75,38.61239007,hepatitis,tylenol,C0019158,C0000970
1294.5,105.6046085,hepatitis,hematemesis,C0019158,C0018926
1350,182.8715396,hepatitis,hepatomegaly,C0019158,C0019209
1370.5,144.981608,hepatomegaly,hepatosplenomegaly,C0019209,C0019214
462.5,286.6129795,hernia,sinemet,C0019270,C0006982
239,103.166532,hernias,earache,C0019270,C0013456
379.75,241.8365495,hernia,goiter,C0019270,C0018021
570.25,540.5629011,hernias,dementia,C0019270,C0497327
525.75,298.5681106,herpes,cholestasis,C0019340,C0008370
789.5,312.6238421,histoplasmosis,prednisolone,C0019655,C0032950
1429.5,125.969573,hunger,starvation,C0020175,C0038187
1152,514.2392439,hyperinsulinism,diabetes,C0020459,C0011847
444,285.7423081,hyperinsulinism,snoring,C0020459,C0037384
1121,366.173001,hyperthyroidism,seizures,C0020550,C0036572
957.25,538.9034391,hypoproteinemia,hunger,C0020639,C0020175
1033.75,401.2923913,hypothyroidism,comatose,C0020676,C0009421
1473,70.05711955,hypothyroidism,synthroid,C0020676,C0040165
1309.5,146.1243762,hypothyroidism,tiredness,C0020676,C0557875
1224.75,292.9862056,hypothyroidism,weakness,C0020676,C1883552
779.75,475.1290176,incontinence,lasix,C0021167,C0016860
1399.5,169.8106789,infertility,anovulation,C0021359,C0003128
411.5,294.3518303,infertility,blepharospasm,C0021359,C0005747
1134.75,238.2189119,infertility,carboplatin,C0021359,C0079083
1354,173.8658487,influenza,pneumoniae,C0021400,C0032285
990.25,413.5072551,insulin,avandia,C0021641,C0289313
1064.25,494.8032437,isosorbide,toprol,C0022251,C0025859
1111.25,235.7122186,leucovorin,methotrexate,C0023413,C0025677
1036.5,337.5406148,leukopenia,bleomycin,C0023530,C0005740
722,244.0368825,leukopenia,pneumonia,C0023530,C0032285
640.25,336.6455851,leukopenia,penicillin,C0023530,C0220892
1575,112.0119041,sinemet,sinemet,C0023570,C0006982
241.5,45.03702181,mannitol,tylenol,C0024730,C0000970
989.5,385.7827541,meningism,zovirax,C0025287,C0001367
1483.25,121.4725621,meningitis,headache,C0025289,C0018681
1225.5,198.7032964,meningitis,meningism,C0025289,C0025287
774.75,374.3317379,metatarsalgia,catapres,C0025587,C0009014
742,431.2748544,metatarsalgia,colchicine,C0025587,C0009262
787.25,376.5309859,metatarsalgia,toothache,C0025587,C0040460
837.25,407.9349417,methadone,ultram,C0025605,C0040610
1180.25,431.8034854,medrol,prednisolone,C0025815,C0032950
756,465.6085623,myopathy,trembling,C0026848,C0234369
1272.5,265.8828063,mycosis,histoplasmosis,C0026946,C0019655
812.25,322.6240072,mycoses,meningitis,C0026946,C0025289
550,340.8587195,mycosis,medrol,C0026946,C0025815
958.5,352.9348382,mycosis,pain,C0026946,C0030193
595.25,328.1781782,mycosis,lipitor,C0026946,C0286651
1049.75,427.9216244,myositis,myopathy,C0027121,C0026848
737,456.7136229,narcan,duragesic,C0027358,C0015846
1189.25,480.0092881,narcan,morphine,C0027358,C0026549
1456.75,110.1010899,nausea,vomiting,C0027497,C0027498
1479.25,93.67096669,nausea,zofran,C0027497,C0061851
679.5,487.6265648,nocturia,ethanol,C0028734,C0001962
1349.75,155.6242805,nocturia,diabetes,C0028734,C0011847
616.25,499.8809025,nystagmus,incontinence,C0028738,C0021167
1417.25,19.08533468,obesity,diabetes,C0028754,C0011847
1439.75,106.7813186,obesity,snoring,C0028754,C0037384
978.75,411.2844717,obesity,xenical,C0028754,C0076275
652,171.7866894,prilosec,glucophage,C0028978,C0025598
630.5,530.5999749,osteoporosis,thrombus,C0029456,C0087086
771,511.8606581,osteoporosis,actonel,C0029456,C0246719
326.25,108.2939672,osteoporosis,cardiomyopathy,C0029456,C0878544
848,491.7390907,otitis,meningism,C0029877,C0025287
1462.75,55.66192595,pain,morphine,C0030193,C0026549
987.5,514.9048456,pallor,albumin,C0030232,C0001924
871.25,325.1342031,pallor,aspirin,C0030232,C0004057
1382.75,142.3150847,pallor,iron,C0030232,C0060277
1248,289.0617004,pallor,blanching,C0030232,C0948786
1389.75,208.3272666,pallor,weakness,C0030232,C1883552
1063.75,472.3539457,pancreatitis,diabetes,C0030305,C0011847
333,200.6937966,pancreatitis,flatulence,C0030305,C0016204
1054.75,448.2799535,pancreatitis,insulin,C0030305,C0021641
345.5,129.3225941,pancreatitis,cataract,C0030305,C0086543
1253.25,292.8394042,paresis,paraparesis,C0030552,C0221166
276.5,84.23182296,peritonitis,ataxia,C0031154,C0004134
804,584.2197075,peritonitis,grimaces,C0031154,C0239779
441.25,313.1797939,photosensitization,aphonia,C0031763,C0003564
753,554.6272021,plague,adenitis,C0032064,C0001416
1078.75,435.4318737,pneumonia,cyanosis,C0032285,C0010520
1341.5,126.0330644,pneumoniae,dyspnea,C0032285,C0013404
773,315.1052734,pneumonia,meningitis,C0032285,C0025289
1266.25,176.6340379,pneumoniae,septicemia,C0032285,C0036690
1265.75,173.0151727,pneumoniae,weakness,C0032285,C1883552
1085.5,466.7051175,polyuria,insulin,C0032617,C0021641
964.75,425.8977773,polyuria,chyluria,C0032617,C0159075
1433.25,202.0006188,polyuria,ketonuria,C0032617,C0162275
1439.5,125.8371964,proteinuria,diabetes,C0033687,C0011847
319.25,107.2702972,proteinuria,rogaine,C0033687,C0026196
1168.75,180.6421416,psoriasis,arthritis,C0033860,C0003864
321.75,125.1755434,psoriasis,atherosclerosis,C0033860,C0004153
470,261.530113,psoriasis,meningism,C0033860,C0025287
406.25,204.4836994,rabies,acne,C0034494,C0702166
839,457.2577683,rales,cyanosis,C0034642,C0010520
1379.5,74.08778577,rales,lasix,C0034642,C0016860
409.5,288.9157893,rales,hyperacusis,C0034642,C0034880
846.75,407.1358291,hyperacusis,aphonia,C0034880,C0003564
845.5,453.4383457,hyperacusis,bleomycin,C0034880,C0005740
825.5,406.5829149,rheumatism,colchicine,C0035435,C0009262
720.5,342.1008623,rheumatism,prednisolone,C0035435,C0032950
379,189.1084345,rheumatism,sleeplessness,C0035435,C0917801
833.5,335.6669977,rheumatism,sluggishness,C0035435,C0920289
1350.25,173.4308219,rhonchi,rales,C0035508,C0034642
1303.75,175.3974059,schistosomiasis,parasitemia,C0036323,C0242723
1054.25,238.0145304,sciatica,motrin,C0036396,C0020740
446.5,283.1118742,sciatica,fosamax,C0036396,C0102118
473.5,282.6369874,sciatica,actonel,C0036396,C0246719
897,465.1200562,seasickness,ethanol,C0036494,C0001962
1233,297.4413107,seasickness,carsickness,C0036494,C0007297
299.5,115.8116287,seasickness,clubbing,C0036494,C0149651
816.75,463.8019513,seizures,wellbutrin,C0036572,C0085208
658.5,227.1688065,seizures,calamine,C0036572,C0357929
392.5,279.769548,seizures,aloe,C0036572,C0995182
699.75,515.1338823,snoring,loperamide,C0037384,C0023992
610,408.9678064,snoring,stridor,C0037384,C0038450
221,112.9336088,snoring,welts,C0037384,C0221232
325.75,95.72312504,spasm,lasix,C0037763,C0016860
1068.25,248.0542615,spasm,sciatica,C0037763,C0036396
1427.75,93.75633312,starvation,anorexia,C0038187,C0003123
788.25,323.3206613,starvation,cisplatin,C0038187,C0008838
439.5,250.4083332,starvation,mittelschmerz,C0038187,C0152149
676.25,505.6859203,stridor,snoring,C0038450,C0037384
342.25,149.241136,syncope,xanax,C0039070,C0002333
1291.5,174.2000765,syncope,weakness,C0039070,C1883552
1432.5,113.9663693,syphilis,gonorrhea,C0039128,C0018081
1310,184.6167201,syphilis,penicillin,C0039128,C0220892
1364,199.5261052,syphilis,dementias,C0039128,C0497327
1218,299.2579712,thalassemia,hemoglobinopathy,C0039730,C0019045
678.5,515.1604928,thalassemia,tremor,C0039730,C0040822
1199.25,247.5323211,thalassemia,iron,C0039730,C0060277
509.25,200.8056689,thrombocytopenia,heartburn,C0040034,C0018834
443.5,449.1336104,thrombocytopenia,sciatica,C0040034,C0036396
519.25,433.9795502,thromboembolism,dermatitis,C0040038,C0011603
1325.5,119.9124681,thromboembolism,dyspnea,C0040038,C0013404
778.25,577.4948052,thromboembolism,hemoptysis,C0040038,C0019079
1380.25,177.1503599,thromboembolism,heparin,C0040038,C0019134
1226.75,209.5190922,thromboembolism,syncope,C0040038,C0039070
1353,75.62186633,thromboembolism,coumadin,C0040038,C0043031
1148.5,194.5122104,thromboembolism,fibrillation,C0040038,C0232197
365.25,232.4655889,synthroid,lidocaine,C0040165,C0023660
268,77.16648668,toothache,ataxia,C0040460,C0004134
657.25,444.9407264,torticollis,erythromycin,C0040485,C0014806
1377.5,133.9788541,torticollis,spasm,C0040485,C0037763
1150.25,232.0594392,tremor,sinemet,C0040822,C0006982
1224.5,301.4149963,tremor,sinemet,C0040822,C0023570
1338.5,160.2716444,tuberculosis,hemoptysis,C0041296,C0019079
869.5,596.6716015,tuberculosis,pallor,C0041296,C0030232
865.75,541.1631763,tuberculosis,clubbing,C0041296,C0149651
516.25,329.1082649,erythema,dilantin,C0041834,C0031507
528,560.150575,erythema,tremor,C0041834,C0040822
300,126.6306966,uremia,aspirin,C0041948,C0004057
517,191.1264852,uremia,emaciation,C0041948,C0013911
482,229.229143,uremia,motrin,C0041948,C0020740
974.5,388.7256959,uremia,nausea,C0041948,C0027497
856.25,516.9064229,uremia,pyorrhea,C0041948,C0553735
806,451.0484083,uremia,hypersomnolence,C0041948,C0751229
438.75,253.1802717,vasculitis,convulsion,C0042384,C0009951
656.25,294.2146325,vasculitis,hemiplegia,C0042384,C0018991
829.5,297.7342215,calan,echinacea,C0042523,C0752270
663.75,532.8172764,virilization,drooling,C0042755,C0013132
1352,148.8354796,coumadin,aspirin,C0043031,C0004057
277.25,100.5232146,coumadin,aloe,C0043031,C0995182
1309,127.7810628,wheezing,stridor,C0043144,C0038450
827.75,573.0598427,pertussis,leprosy,C0043167,C0023343
1270.25,244.596777,zoonosis,babesiosis,C0043528,C0004576
1135,383.6986665,zoonosis,plague,C0043528,C0032064
1550.5,105.922928,iron,iron,C0060277,C0060277
753.75,140.0270807,lisinopril,altace,C0065374,C0072973
1322,165.684439,plavix,coumadin,C0070166,C0043031
1329.75,176.051839,plavix,lipitor,C0070166,C0286651
1350.5,217.4925286,zoloft,prozac,C0074393,C0016365
864.5,90.44519519,xenical,glucophage,C0076275,C0025598
1303,231.4058484,carboplatin,cisplatin,C0079083,C0008838
650.75,351.5692203,chills,snoring,C0085593,C0037384
1399.75,28.30047114,polydipsia,polyuria,C0085602,C0032617
1115,176.3575913,agitation,morphine,C0085631,C0026549
943.75,362.8575248,agitation,synthroid,C0085631,C0040165
1168.5,351.1025491,photopsia,headache,C0085635,C0018681
1319.25,106.9528712,photophobia,meningism,C0085636,C0025287
997.75,409.6277782,cromolyn,prednisolone,C0086073,C0032950
597.5,391.4370958,dextran,amphetamine,C0086140,C0002658
1043,544.8871443,cataracts,diabetes,C0086543,C0011847
361,289.5559819,cataracts,epilepsy,C0086543,C0014544
463.75,432.5963284,cataracts,insulin,C0086543,C0021641
573.75,417.2747896,cataracts,glucophage,C0086543,C0025598
249,95.98263732,cataracts,narcan,C0086543,C0027358
473.5,310.7630394,cataracts,pancreatitis,C0086543,C0030305
499.25,639.5333585,cataracts,wheezing,C0086543,C0043144
695.75,529.3375577,esmolol,amiodarone,C0116569,C0002598
511.5,477.5035776,clubbing,constipation,C0149651,C0009806
1070,516.0264851,clubbing,dyspnea,C0149651,C0013404
1027,468.4890607,clubbing,spiriva,C0149651,C0213771
246.25,164.4959473,clubbing,garlic,C0149651,C0885057
1058.5,378.2402235,opisthotonus,seizures,C0151818,C0036572
448.5,239.1185201,mittelschmerz,aphonia,C0152149,C0003564
292.25,135.6032817,mittelschmerz,toothache,C0152149,C0040460
448.25,229.7250168,mittelschmerz,actonel,C0152149,C0246719
1243.5,200.0941445,ketonuria,insulin,C0162275,C0021641
1363.25,43.39258769,ketonuria,starvation,C0162275,C0038187
704.75,449.4473458,ketonuria,chyluria,C0162275,C0159075
1061,556.9117225,glomerulosclerosis,proteinuria,C0178664,C0033687
487,335.557248,reticulocytosis,hematemesis,C0206160,C0018926
329.5,93.23983412,reticulocytosis,coumadin,C0206160,C0043031
358.25,170.4960899,penicillin,motrin,C0220892,C0020740
474.25,375.6357944,hyperextension,bacitracin,C0231451,C0004899
489.5,400.1670485,hyperextension,hunger,C0231451,C0020175
527.25,584.4538048,fishmouth,polyuria,C0231851,C0032617
1248,173.9291043,fibrillation,angina,C0232197,C0002962
1191.5,204.033494,fibrillation,atenolol,C0232197,C0004147
293,69.63715483,fibrillation,halitosis,C0232197,C0018520
929.75,463.7782336,fibrillation,synthroid,C0232197,C0040165
1285.75,271.1203607,fibrillation,thrombus,C0232197,C0087086
1171.75,293.0885816,thirsty,lasix,C0232471,C0016860
1249,295.4600932,thirsty,hunger,C0232471,C0020175
1368.75,179.4851433,hyperemesis,nausea,C0235250,C0027497
1475.5,65.80020263,hyperemesis,vomiting,C0235250,C0027498
1456.5,92.37784727,hyperemesis,zofran,C0235250,C0061851
1044.25,479.2747125,grimaces,hemiballismus,C0239779,C0221169
1301.25,91.33591845,dyslipidemia,angina,C0242339,C0002962
1303.25,79.51676972,dyslipidemia,atherosclerosis,C0242339,C0004153
1261.5,125.4870511,dyslipidemia,cholestyramine,C0242339,C0008402
1354.25,112.411076,dyslipidemia,hyperlipidemia,C0242339,C0020473
615.75,232.5845724,dyslipidemia,activase,C0242339,C0032143
371.5,104.872939,dyslipidemia,iron,C0242339,C0060277
1425.5,61.45730225,dyslipidemia,lipitor,C0242339,C0286651
1059,376.1976431,hyperoxia,anoxia,C0242706,C0003129
564,264.5196905,hyperoxia,xenical,C0242706,C0076275
1277,247.2421215,parasitemia,malaria,C0242723,C0024530
864.75,440.8207308,parasitemia,medrol,C0242723,C0025815
1017.5,128.9870795,actonel,insulin,C0246719,C0021641
850.25,418.2928599,actonel,fosamax,C0246719,C0102118
1110.75,359.9660864,levaquin,avelox,C0282386,C0536495
1329.75,140.1484332,lipitor,lovastatin,C0286651,C0024027
1436,50.87894129,lipitor,zocor,C0286651,C0074554
593.25,276.1175776,calamine,bleomycin,C0357929,C0005740
770.75,560.6760057,avitaminosis,starvation,C0376286,C0038187
717.75,450.8882899,thrombophilias,hemoptysis,C0398623,C0019079
1139,310.6412722,thrombophilias,thromboembolism,C0398623,C0040038
765.75,476.705622,thrombophilias,coumadin,C0398623,C0043031
1471.75,59.13473317,neuropathy,diabetes,C0442874,C0011847
1126.75,564.5608175,neuropathy,insulin,C0442874,C0021641
1225.75,264.649926,neuropathy,syphilis,C0442874,C0039128
565.75,277.2512399,urolithiasis,amyloidosis,C0451641,C0002726
582.25,531.1198076,dementias,psoriasis,C0497327,C0033860
215.5,31.28897569,dementia,aloe,C0497327,C0995182
603.75,201.7033713,pyorrhea,zovirax,C0553735,C0001367
1064,352.4277704,pyorrhea,dysuria,C0553735,C0013428
884.75,379.0570538,pyorrhea,nephritis,C0553735,C0027697
305.75,175.2985549,pyorrhea,snoring,C0553735,C0037384
603.75,263.8868129,tiredness,calan,C0557875,C0042523
1363.5,142.7643746,tiredness,hypersomnolence,C0557875,C0751229
931.25,248.6595732,hemophilia,hemoptysis,C0684275,C0019079
343.5,313.9729288,acne,ataxia,C0702166,C0004134
1002.75,241.1768024,bandemia,meningism,C0741439,C0025287
685.25,407.588334,bandemia,nausea,C0741439,C0027497
1252.25,152.2265308,hypersomnolence,snoring,C0751229,C0037384
1280,136.5527981,myelosuppression,chloramphenicol,C0854467,C0008168
544.5,198.3876676,hemicrania,tylenol,C0877781,C0000970
664.5,139.9059208,hemicrania,nitroglycerine,C0877781,C0017887
1210.5,291.0171816,hemicrania,headache,C0877781,C0018681
417.25,288.8764153,cardiomyopathy,tylenol,C0878544,C0000970
1287.25,193.9800247,cardiomyopathy,angina,C0878544,C0002962
358.25,111.5687382,cardiomyopathy,rogaine,C0878544,C0026196
1048.25,251.1777259,cardiomyopathy,rales,C0878544,C0034642
794.75,660.7608619,cardiomyopathies,syncope,C0878544,C0039070
475,287.2258113,sleeplessness,dextran,C0917801,C0086140
1389,37.85058344,sluggishness,fatigue,C0920289,C0015672
1173.5,377.8169751,blanching,pallor,C0948786,C0030232
399.75,229.5014524,aloe,vicodin,C0995182,C0020264
654.5,225.7513381,overeating,sandimmune,C1257763,C0010592
488.5,288.9042517,overeating,seizures,C1257763,C0036572
1070.25,541.4156598,overeating,malnutrition,C1257763,C0162429
1187,185.9964157,cirrhosis,anemia,C1623038,C0002871
1040,532.6631206,cirrhosis,hematemesis,C1623038,C0018926
664,467.8090779,cirrhosis,hernia,C1623038,C0019270
1092.75,358.3512011,cirrhosis,zocor,C1623038,C0074554
1142.75,489.3161044,cirrhosis,lipitor,C1623038,C0286651
1341.25,174.8644713,weakness,emaciation,C1883552,C0013911
726.25,430.7956786,weakness,zocor,C1883552,C0074554
829.5,563.8879912,allergy,bacitracin,C1998461,C0004899
279.5,76.4613192,allergy,heartburn,C1998461,C0018834
1084.25,241.8558455,allergy,heparin,C1998461,C0019134
416.25,355.0102111,allergy,meningism,C1998461,C0025287
252.25,121.1208075,allergy,torticollis,C1998461,C0040485
1298.25,81.93239083,regurgitation,heartburn,C2004489,C0018834
